congress,chamber,id,district,Medfaminc,memberparty,presparty
111,Senate,0400000US01,Alabama,50429,200,100
111,Senate,0400000US01,Alabama,50429,200,100
111,Senate,0400000US02,Alaska,76962,200,100
111,Senate,0400000US02,Alaska,76962,100,100
111,Senate,0400000US04,Arizona,55353,200,100
111,Senate,0400000US04,Arizona,55353,200,100
111,Senate,0400000US05,Arkansas,47049,100,100
111,Senate,0400000US05,Arkansas,47049,100,100
111,Senate,0400000US06,California,65481,100,100
111,Senate,0400000US06,California,65481,100,100
111,Senate,0400000US08,Colorado,67800,100,100
111,Senate,0400000US08,Colorado,67800,100,100
111,Senate,0400000US09,Connecticut,81246,100,100
111,Senate,0400000US09,Connecticut,81246,100,100
111,Senate,0400000US10,Delaware,68746,100,100
111,Senate,0400000US10,Delaware,68746,100,100
111,Senate,0400000US12,Florida,53093,100,100
111,Senate,0400000US12,Florida,53093,200,100
111,Senate,0400000US13,Georgia,55209,200,100
111,Senate,0400000US13,Georgia,55209,200,100
111,Senate,0400000US15,Hawaii,76134,100,100
111,Senate,0400000US15,Hawaii,76134,100,100
111,Senate,0400000US16,Idaho,52342,200,100
111,Senate,0400000US16,Idaho,52342,200,100
111,Senate,0400000US17,Illinois,65417,100,100
111,Senate,0400000US17,Illinois,65417,200,100
111,Senate,0400000US18,Indiana,55368,200,100
111,Senate,0400000US18,Indiana,55368,100,100
111,Senate,0400000US19,Iowa,60917,200,100
111,Senate,0400000US19,Iowa,60917,100,100
111,Senate,0400000US20,Kansas,61013,200,100
111,Senate,0400000US20,Kansas,61013,200,100
111,Senate,0400000US21,Kentucky,50392,200,100
111,Senate,0400000US21,Kentucky,50392,200,100
111,Senate,0400000US22,Louisiana,52456,200,100
111,Senate,0400000US22,Louisiana,52456,100,100
111,Senate,0400000US23,Maine,58197,200,100
111,Senate,0400000US23,Maine,58197,200,100
111,Senate,0400000US24,Maryland,83137,100,100
111,Senate,0400000US24,Maryland,83137,100,100
111,Senate,0400000US25,Massachusetts,78653,100,100
111,Senate,0400000US25,Massachusetts,78653,100,100
111,Senate,0400000US26,Michigan,56101,100,100
111,Senate,0400000US26,Michigan,56101,100,100
111,Senate,0400000US27,Minnesota,69625,100,100
111,Senate,0400000US27,Minnesota,69625,100,100
111,Senate,0400000US28,Mississippi,45484,200,100
111,Senate,0400000US28,Mississippi,45484,200,100
111,Senate,0400000US29,Missouri,56214,200,100
111,Senate,0400000US29,Missouri,56214,100,100
111,Senate,0400000US30,Montana,54507,100,100
111,Senate,0400000US30,Montana,54507,100,100
111,Senate,0400000US31,Nebraska,60812,100,100
111,Senate,0400000US31,Nebraska,60812,200,100
111,Senate,0400000US32,Nevada,60192,100,100
111,Senate,0400000US32,Nevada,60192,200,100
111,Senate,0400000US33,New Hampshire,74634,200,100
111,Senate,0400000US33,New Hampshire,74634,100,100
111,Senate,0400000US34,New Jersey,82427,100,100
111,Senate,0400000US34,New Jersey,82427,100,100
111,Senate,0400000US35,New Mexico,51020,100,100
111,Senate,0400000US35,New Mexico,51020,100,100
111,Senate,0400000US36,New York,65897,100,100
111,Senate,0400000US36,New York,65897,100,100
111,Senate,0400000US37,North Carolina,52920,200,100
111,Senate,0400000US37,North Carolina,52920,100,100
111,Senate,0400000US38,North Dakota,65207,100,100
111,Senate,0400000US38,North Dakota,65207,100,100
111,Senate,0400000US39,Ohio,56518,100,100
111,Senate,0400000US39,Ohio,56518,200,100
111,Senate,0400000US40,Oklahoma,51958,200,100
111,Senate,0400000US40,Oklahoma,51958,200,100
111,Senate,0400000US41,Oregon,56661,100,100
111,Senate,0400000US41,Oregon,56661,100,100
111,Senate,0400000US42,Pennsylvania,61890,200,100
111,Senate,0400000US42,Pennsylvania,61890,100,100
111,Senate,0400000US44,Rhode Island,67814,100,100
111,Senate,0400000US44,Rhode Island,67814,100,100
111,Senate,0400000US45,South Carolina,51704,200,100
111,Senate,0400000US45,South Carolina,51704,200,100
111,Senate,0400000US46,South Dakota,59987,100,100
111,Senate,0400000US46,South Dakota,59987,200,100
111,Senate,0400000US47,Tennessee,51083,200,100
111,Senate,0400000US47,Tennessee,51083,200,100
111,Senate,0400000US48,Texas,56575,200,100
111,Senate,0400000US48,Texas,56575,200,100
111,Senate,0400000US49,Utah,61618,200,100
111,Senate,0400000US49,Utah,61618,200,100
111,Senate,0400000US50,Vermont,62575,100,100
111,Senate,0400000US50,Vermont,62575,328,100
111,Senate,0400000US51,Virginia,72476,100,100
111,Senate,0400000US51,Virginia,72476,100,100
111,Senate,0400000US53,Washington,67328,100,100
111,Senate,0400000US53,Washington,67328,100,100
111,Senate,0400000US54,West Virginia,48927,100,100
111,Senate,0400000US54,West Virginia,48927,100,100
111,Senate,0400000US55,Wisconsin,62088,100,100
111,Senate,0400000US55,Wisconsin,62088,100,100
111,Senate,0400000US56,Wyoming,65841,200,100
111,Senate,0400000US56,Wyoming,65841,200,100
111,House,5001100US0649,"Congressional District 49 (111th Congress), California",61748,200,100
111,House,5001100US0650,"Congressional District 50 (111th Congress), California",81364,200,100
111,House,5001100US0651,"Congressional District 51 (111th Congress), California",53953,100,100
111,House,5001100US0652,"Congressional District 52 (111th Congress), California",79993,200,100
111,House,5001100US0653,"Congressional District 53 (111th Congress), California",55080,100,100
111,House,5001100US0801,"Congressional District 1 (111th Congress), Colorado",55496,100,100
111,House,5001100US0802,"Congressional District 2 (111th Congress), Colorado",77580,100,100
111,House,5001100US0803,"Congressional District 3 (111th Congress), Colorado",54671,100,100
111,House,5001100US0804,"Congressional District 4 (111th Congress), Colorado",62956,100,100
111,House,5001100US0805,"Congressional District 5 (111th Congress), Colorado",63569,200,100
111,House,5001100US0806,"Congressional District 6 (111th Congress), Colorado",95649,200,100
111,House,5001100US0807,"Congressional District 7 (111th Congress), Colorado",60141,100,100
111,House,5001100US0901,"Congressional District 1 (111th Congress), Connecticut",75726,100,100
111,House,5001100US0902,"Congressional District 2 (111th Congress), Connecticut",83780,100,100
111,House,5001100US0903,"Congressional District 3 (111th Congress), Connecticut",74728,100,100
111,House,5001100US0904,"Congressional District 4 (111th Congress), Connecticut",99625,100,100
111,House,5001100US0905,"Congressional District 5 (111th Congress), Connecticut",78017,100,100
111,House,5001100US1000,"Congressional District (at Large) (111th Congress), Delaware",68746,200,100
111,House,5001100US1201,"Congressional District 1 (111th Congress), Florida",54684,200,100
111,House,5001100US1202,"Congressional District 2 (111th Congress), Florida",54065,100,100
111,House,5001100US1203,"Congressional District 3 (111th Congress), Florida",37245,100,100
111,House,5001100US1204,"Congressional District 4 (111th Congress), Florida",60402,200,100
111,House,5001100US1205,"Congressional District 5 (111th Congress), Florida",50677,200,100
111,House,5001100US1206,"Congressional District 6 (111th Congress), Florida",52940,200,100
111,House,5001100US1207,"Congressional District 7 (111th Congress), Florida",59496,200,100
111,House,5001100US1208,"Congressional District 8 (111th Congress), Florida",52303,100,100
111,House,5001100US1209,"Congressional District 9 (111th Congress), Florida",59472,200,100
111,House,5001100US1210,"Congressional District 10 (111th Congress), Florida",57386,200,100
111,House,5001100US1211,"Congressional District 11 (111th Congress), Florida",43762,100,100
111,House,5001100US1212,"Congressional District 12 (111th Congress), Florida",49202,200,100
111,House,5001100US1213,"Congressional District 13 (111th Congress), Florida",56176,200,100
111,House,5001100US1214,"Congressional District 14 (111th Congress), Florida",56345,200,100
111,House,5001100US1215,"Congressional District 15 (111th Congress), Florida",53865,200,100
111,House,5001100US1216,"Congressional District 16 (111th Congress), Florida",51991,200,100
111,House,5001100US1217,"Congressional District 17 (111th Congress), Florida",38884,100,100
111,House,5001100US1218,"Congressional District 18 (111th Congress), Florida",46291,200,100
111,House,5001100US1219,"Congressional District 19 (111th Congress), Florida",57195,100,100
111,House,5001100US1220,"Congressional District 20 (111th Congress), Florida",61029,100,100
111,House,5001100US1221,"Congressional District 21 (111th Congress), Florida",51047,200,100
111,House,5001100US1222,"Congressional District 22 (111th Congress), Florida",72640,100,100
111,House,5001100US1223,"Congressional District 23 (111th Congress), Florida",37813,100,100
111,House,5001100US1224,"Congressional District 24 (111th Congress), Florida",63517,100,100
111,House,5001100US1225,"Congressional District 25 (111th Congress), Florida",52244,200,100
111,House,5001100US1301,"Congressional District 1 (111th Congress), Georgia",48474,200,100
111,House,5001100US1302,"Congressional District 2 (111th Congress), Georgia",39971,100,100
111,House,5001100US1303,"Congressional District 3 (111th Congress), Georgia",61431,200,100
111,House,5001100US1304,"Congressional District 4 (111th Congress), Georgia",48678,100,100
111,House,5001100US1305,"Congressional District 5 (111th Congress), Georgia",52740,100,100
111,House,5001100US1306,"Congressional District 6 (111th Congress), Georgia",89651,200,100
111,House,5001100US1307,"Congressional District 7 (111th Congress), Georgia",66618,200,100
111,House,5001100US1308,"Congressional District 8 (111th Congress), Georgia",50354,100,100
111,House,5001100US1309,"Congressional District 9 (111th Congress), Georgia",54020,200,100
111,House,5001100US1310,"Congressional District 10 (111th Congress), Georgia",52205,200,100
111,House,5001100US1311,"Congressional District 11 (111th Congress), Georgia",57733,200,100
111,House,5001100US1312,"Congressional District 12 (111th Congress), Georgia",44868,100,100
111,House,5001100US1313,"Congressional District 13 (111th Congress), Georgia",50393,100,100
111,House,5001100US1501,"Congressional District 1 (111th Congress), Hawaii",81214,100,100
111,House,5001100US1502,"Congressional District 2 (111th Congress), Hawaii",71392,100,100
111,House,5001100US1601,"Congressional District 1 (111th Congress), Idaho",52783,100,100
111,House,5001100US1602,"Congressional District 2 (111th Congress), Idaho",51856,200,100
111,House,5001100US1701,"Congressional District 1 (111th Congress), Illinois",48992,100,100
111,House,5001100US1702,"Congressional District 2 (111th Congress), Illinois",50888,100,100
111,House,5001100US1703,"Congressional District 3 (111th Congress), Illinois",65019,100,100
111,House,5001100US1704,"Congressional District 4 (111th Congress), Illinois",42536,100,100
111,House,5001100US1705,"Congressional District 5 (111th Congress), Illinois",72202,100,100
111,House,5001100US1706,"Congressional District 6 (111th Congress), Illinois",79118,200,100
111,House,5001100US1707,"Congressional District 7 (111th Congress), Illinois",52635,100,100
111,House,5001100US1708,"Congressional District 8 (111th Congress), Illinois",79333,100,100
111,House,5001100US1709,"Congressional District 9 (111th Congress), Illinois",72380,100,100
111,House,5001100US1710,"Congressional District 10 (111th Congress), Illinois",93551,200,100
111,House,5001100US1711,"Congressional District 11 (111th Congress), Illinois",67327,100,100
111,House,5001100US1712,"Congressional District 12 (111th Congress), Illinois",55470,100,100
111,House,5001100US1713,"Congressional District 13 (111th Congress), Illinois",94135,200,100
111,House,5001100US1714,"Congressional District 14 (111th Congress), Illinois",75246,100,100
111,House,5001100US1715,"Congressional District 15 (111th Congress), Illinois",60184,200,100
111,House,5001100US1716,"Congressional District 16 (111th Congress), Illinois",64999,200,100
111,House,5001100US1717,"Congressional District 17 (111th Congress), Illinois",50475,100,100
111,House,5001100US1718,"Congressional District 18 (111th Congress), Illinois",61586,200,100
111,House,5001100US1719,"Congressional District 19 (111th Congress), Illinois",60276,200,100
111,House,5001100US1801,"Congressional District 1 (111th Congress), Indiana",58203,100,100
111,House,5001100US1802,"Congressional District 2 (111th Congress), Indiana",50353,100,100
111,House,5001100US1803,"Congressional District 3 (111th Congress), Indiana",56534,200,100
111,House,5001100US1804,"Congressional District 4 (111th Congress), Indiana",62253,200,100
111,House,5001100US1805,"Congressional District 5 (111th Congress), Indiana",70455,200,100
111,House,5001100US1806,"Congressional District 6 (111th Congress), Indiana",51607,200,100
111,House,5001100US1807,"Congressional District 7 (111th Congress), Indiana",40497,100,100
111,House,5001100US1808,"Congressional District 8 (111th Congress), Indiana",52720,100,100
111,House,5001100US1809,"Congressional District 9 (111th Congress), Indiana",52402,100,100
111,House,5001100US1901,"Congressional District 1 (111th Congress), Iowa",58980,100,100
111,House,5001100US1902,"Congressional District 2 (111th Congress), Iowa",61367,100,100
111,House,5001100US1903,"Congressional District 3 (111th Congress), Iowa",64205,100,100
111,House,5001100US1904,"Congressional District 4 (111th Congress), Iowa",61453,200,100
111,House,5001100US1905,"Congressional District 5 (111th Congress), Iowa",57834,200,100
111,House,5001100US2001,"Congressional District 1 (111th Congress), Kansas",53475,200,100
111,House,5001100US2002,"Congressional District 2 (111th Congress), Kansas",58107,200,100
111,House,5001100US2003,"Congressional District 3 (111th Congress), Kansas",76984,100,100
111,House,5001100US2004,"Congressional District 4 (111th Congress), Kansas",57390,200,100
111,House,5001100US2101,"Congressional District 1 (111th Congress), Kentucky",47582,200,100
111,House,5001100US2102,"Congressional District 2 (111th Congress), Kentucky",51144,200,100
111,House,5001100US2103,"Congressional District 3 (111th Congress), Kentucky",57369,100,100
111,House,5001100US2104,"Congressional District 4 (111th Congress), Kentucky",58556,200,100
111,House,5001100US2105,"Congressional District 5 (111th Congress), Kentucky",34934,200,100
111,House,5001100US2106,"Congressional District 6 (111th Congress), Kentucky",54372,100,100
111,House,5001100US2201,"Congressional District 1 (111th Congress), Louisiana",62361,200,100
111,House,5001100US2202,"Congressional District 2 (111th Congress), Louisiana",44674,200,100
111,House,5001100US2203,"Congressional District 3 (111th Congress), Louisiana",54950,100,100
111,House,5001100US2204,"Congressional District 4 (111th Congress), Louisiana",49027,200,100
111,House,5001100US2205,"Congressional District 5 (111th Congress), Louisiana",45474,200,100
111,House,5001100US2206,"Congressional District 6 (111th Congress), Louisiana",61574,200,100
111,House,5001100US2207,"Congressional District 7 (111th Congress), Louisiana",50649,200,100
111,House,5001100US2301,"Congressional District 1 (111th Congress), Maine",64595,100,100
111,House,5001100US2302,"Congressional District 2 (111th Congress), Maine",50053,100,100
111,House,5001100US2401,"Congressional District 1 (111th Congress), Maryland",82266,100,100
111,House,5001100US2402,"Congressional District 2 (111th Congress), Maryland",66328,100,100
111,House,5001100US2403,"Congressional District 3 (111th Congress), Maryland",86662,100,100
111,House,5001100US2404,"Congressional District 4 (111th Congress), Maryland",83469,100,100
111,House,5001100US2405,"Congressional District 5 (111th Congress), Maryland",95410,100,100
111,House,5001100US2406,"Congressional District 6 (111th Congress), Maryland",82872,200,100
111,House,5001100US2407,"Congressional District 7 (111th Congress), Maryland",65195,100,100
111,House,5001100US2408,"Congressional District 8 (111th Congress), Maryland",105639,100,100
111,House,5001100US2501,"Congressional District 1 (111th Congress), Massachusetts",63796,100,100
111,House,5001100US2502,"Congressional District 2 (111th Congress), Massachusetts",70278,100,100
111,House,5001100US2503,"Congressional District 3 (111th Congress), Massachusetts",78001,100,100
111,House,5001100US2504,"Congressional District 4 (111th Congress), Massachusetts",83489,100,100
111,House,5001100US2505,"Congressional District 5 (111th Congress), Massachusetts",85619,100,100
111,House,5001100US2506,"Congressional District 6 (111th Congress), Massachusetts",88703,100,100
111,House,5001100US2507,"Congressional District 7 (111th Congress), Massachusetts",86720,100,100
111,House,5001100US2508,"Congressional District 8 (111th Congress), Massachusetts",54290,100,100
111,House,5001100US2509,"Congressional District 9 (111th Congress), Massachusetts",88308,100,100
111,House,5001100US2510,"Congressional District 10 (111th Congress), Massachusetts",82576,100,100
111,House,5001100US2601,"Congressional District 1 (111th Congress), Michigan",48267,100,100
111,House,5001100US2602,"Congressional District 2 (111th Congress), Michigan",52239,200,100
111,House,5001100US2603,"Congressional District 3 (111th Congress), Michigan",57098,200,100
111,House,5001100US2604,"Congressional District 4 (111th Congress), Michigan",50856,200,100
111,House,5001100US2605,"Congressional District 5 (111th Congress), Michigan",48495,100,100
111,House,5001100US2606,"Congressional District 6 (111th Congress), Michigan",54206,200,100
111,House,5001100US2607,"Congressional District 7 (111th Congress), Michigan",55955,100,100
111,House,5001100US2608,"Congressional District 8 (111th Congress), Michigan",67125,200,100
111,House,5001100US2609,"Congressional District 9 (111th Congress), Michigan",80279,100,100
111,House,5001100US2610,"Congressional District 10 (111th Congress), Michigan",62037,200,100
111,House,5001100US2611,"Congressional District 11 (111th Congress), Michigan",72942,200,100
111,House,5001100US2612,"Congressional District 12 (111th Congress), Michigan",53321,100,100
111,House,5001100US2613,"Congressional District 13 (111th Congress), Michigan",36370,100,100
111,House,5001100US2614,"Congressional District 14 (111th Congress), Michigan",40733,100,100
111,House,5001100US2615,"Congressional District 15 (111th Congress), Michigan",61274,100,100
111,House,5001100US2701,"Congressional District 1 (111th Congress), Minnesota",64757,100,100
111,House,5001100US2702,"Congressional District 2 (111th Congress), Minnesota",83076,200,100
111,House,5001100US2703,"Congressional District 3 (111th Congress), Minnesota",85596,200,100
111,House,5001100US2704,"Congressional District 4 (111th Congress), Minnesota",67447,100,100
111,House,5001100US2705,"Congressional District 5 (111th Congress), Minnesota",62906,100,100
111,House,5001100US2706,"Congressional District 6 (111th Congress), Minnesota",78416,200,100
111,House,5001100US2707,"Congressional District 7 (111th Congress), Minnesota",58253,100,100
111,House,5001100US2708,"Congressional District 8 (111th Congress), Minnesota",57790,100,100
111,House,5001100US2801,"Congressional District 1 (111th Congress), Mississippi",47449,100,100
111,House,5001100US2802,"Congressional District 2 (111th Congress), Mississippi",37388,100,100
111,House,5001100US2803,"Congressional District 3 (111th Congress), Mississippi",48742,200,100
111,House,5001100US2804,"Congressional District 4 (111th Congress), Mississippi",48027,100,100
111,House,5001100US2901,"Congressional District 1 (111th Congress), Missouri",49440,100,100
111,House,5001100US2902,"Congressional District 2 (111th Congress), Missouri",85733,200,100
111,House,5001100US2903,"Congressional District 3 (111th Congress), Missouri",62209,100,100
111,House,5001100US2904,"Congressional District 4 (111th Congress), Missouri",51204,100,100
111,House,5001100US2905,"Congressional District 5 (111th Congress), Missouri",56333,100,100
111,House,5001100US2906,"Congressional District 6 (111th Congress), Missouri",62202,200,100
111,House,5001100US2907,"Congressional District 7 (111th Congress), Missouri",49344,200,100
111,House,5001100US2908,"Congressional District 8 (111th Congress), Missouri",42977,200,100
111,House,5001100US2909,"Congressional District 9 (111th Congress), Missouri",54324,200,100
111,House,5001100US3000,"Congressional District (at Large) (111th Congress), Montana",54507,200,100
111,House,5001100US3101,"Congressional District 1 (111th Congress), Nebraska",62371,200,100
111,House,5001100US3102,"Congressional District 2 (111th Congress), Nebraska",67090,200,100
111,House,5001100US3103,"Congressional District 3 (111th Congress), Nebraska",53503,200,100
111,House,5001100US3201,"Congressional District 1 (111th Congress), Nevada",52088,100,100
111,House,5001100US3202,"Congressional District 2 (111th Congress), Nevada",60944,200,100
111,House,5001100US3203,"Congressional District 3 (111th Congress), Nevada",64370,100,100
111,House,5001100US3301,"Congressional District 1 (111th Congress), New Hampshire",75983,100,100
111,House,5001100US3302,"Congressional District 2 (111th Congress), New Hampshire",73421,100,100
111,House,5001100US3401,"Congressional District 1 (111th Congress), New Jersey",71250,100,100
111,House,5001100US3402,"Congressional District 2 (111th Congress), New Jersey",68583,200,100
111,House,5001100US3403,"Congressional District 3 (111th Congress), New Jersey",85314,100,100
111,House,5001100US3404,"Congressional District 4 (111th Congress), New Jersey",82362,200,100
111,House,5001100US3405,"Congressional District 5 (111th Congress), New Jersey",107150,200,100
111,House,5001100US3406,"Congressional District 6 (111th Congress), New Jersey",84640,100,100
111,House,5001100US3407,"Congressional District 7 (111th Congress), New Jersey",110059,200,100
111,House,5001100US3408,"Congressional District 8 (111th Congress), New Jersey",73681,100,100
111,House,5001100US3409,"Congressional District 9 (111th Congress), New Jersey",74645,100,100
111,House,5001100US3410,"Congressional District 10 (111th Congress), New Jersey",52860,100,100
111,House,5001100US3411,"Congressional District 11 (111th Congress), New Jersey",111476,200,100
111,House,5001100US3412,"Congressional District 12 (111th Congress), New Jersey",104897,100,100
111,House,5001100US3413,"Congressional District 13 (111th Congress), New Jersey",51890,100,100
111,House,5001100US3501,"Congressional District 1 (111th Congress), New Mexico",59028,100,100
111,House,5001100US3502,"Congressional District 2 (111th Congress), New Mexico",43978,100,100
111,House,5001100US3503,"Congressional District 3 (111th Congress), New Mexico",51793,100,100
111,House,5001100US3601,"Congressional District 1 (111th Congress), New York",92022,100,100
111,House,5001100US3602,"Congressional District 2 (111th Congress), New York",98424,100,100
111,House,5001100US3603,"Congressional District 3 (111th Congress), New York",107360,200,100
111,House,5001100US3604,"Congressional District 4 (111th Congress), New York",95174,100,100
111,House,5001100US3605,"Congressional District 5 (111th Congress), New York",71485,100,100
111,House,5001100US3606,"Congressional District 6 (111th Congress), New York",62835,100,100
111,House,5001100US3607,"Congressional District 7 (111th Congress), New York",50940,100,100
111,House,5001100US3608,"Congressional District 8 (111th Congress), New York",68236,100,100
111,House,5001100US3609,"Congressional District 9 (111th Congress), New York",66916,100,100
111,House,5001100US3610,"Congressional District 10 (111th Congress), New York",46090,100,100
111,House,5001100US3611,"Congressional District 11 (111th Congress), New York",48956,100,100
111,House,5001100US3612,"Congressional District 12 (111th Congress), New York",42301,100,100
111,House,5001100US3613,"Congressional District 13 (111th Congress), New York",70995,100,100
111,House,5001100US3614,"Congressional District 14 (111th Congress), New York",102453,100,100
111,House,5001100US3615,"Congressional District 15 (111th Congress), New York",42430,100,100
111,House,5001100US3616,"Congressional District 16 (111th Congress), New York",26626,100,100
111,House,5001100US3617,"Congressional District 17 (111th Congress), New York",64405,100,100
111,House,5001100US3618,"Congressional District 18 (111th Congress), New York",103420,100,100
111,House,5001100US3619,"Congressional District 19 (111th Congress), New York",91967,100,100
111,House,5001100US3620,"Congressional District 20 (111th Congress), New York",71802,100,100
111,House,5001100US3621,"Congressional District 21 (111th Congress), New York",66081,100,100
111,House,5001100US3622,"Congressional District 22 (111th Congress), New York",61211,100,100
111,House,5001100US3623,"Congressional District 23 (111th Congress), New York",54439,100,100
111,House,5001100US3624,"Congressional District 24 (111th Congress), New York",57811,100,100
111,House,5001100US3625,"Congressional District 25 (111th Congress), New York",65158,100,100
111,House,5001100US3626,"Congressional District 26 (111th Congress), New York",68782,200,100
111,House,5001100US3627,"Congressional District 27 (111th Congress), New York",55783,100,100
111,House,5001100US3628,"Congressional District 28 (111th Congress), New York",47663,100,100
111,House,5001100US3629,"Congressional District 29 (111th Congress), New York",62843,100,100
111,House,5001100US3701,"Congressional District 1 (111th Congress), North Carolina",39617,100,100
111,House,5001100US3702,"Congressional District 2 (111th Congress), North Carolina",48265,100,100
111,House,5001100US3703,"Congressional District 3 (111th Congress), North Carolina",55011,200,100
111,House,5001100US3704,"Congressional District 4 (111th Congress), North Carolina",81569,100,100
111,House,5001100US3705,"Congressional District 5 (111th Congress), North Carolina",52769,200,100
111,House,5001100US3706,"Congressional District 6 (111th Congress), North Carolina",56046,200,100
111,House,5001100US3707,"Congressional District 7 (111th Congress), North Carolina",48826,100,100
111,House,5001100US3708,"Congressional District 8 (111th Congress), North Carolina",48344,100,100
111,House,5001100US3709,"Congressional District 9 (111th Congress), North Carolina",70268,200,100
111,House,5001100US3710,"Congressional District 10 (111th Congress), North Carolina",47936,200,100
111,House,5001100US3711,"Congressional District 11 (111th Congress), North Carolina",48578,100,100
111,House,5001100US3712,"Congressional District 12 (111th Congress), North Carolina",42225,100,100
111,House,5001100US3713,"Congressional District 13 (111th Congress), North Carolina",53686,100,100
111,House,5001100US3800,"Congressional District (at Large) (111th Congress), North Dakota",65207,100,100
111,House,5001100US3901,"Congressional District 1 (111th Congress), Ohio",52201,100,100
111,House,5001100US3902,"Congressional District 2 (111th Congress), Ohio",66929,200,100
111,House,5001100US3903,"Congressional District 3 (111th Congress), Ohio",55319,200,100
111,House,5001100US3904,"Congressional District 4 (111th Congress), Ohio",52800,200,100
111,House,5001100US3905,"Congressional District 5 (111th Congress), Ohio",55005,200,100
111,House,5001100US3906,"Congressional District 6 (111th Congress), Ohio",49243,100,100
111,House,5001100US3907,"Congressional District 7 (111th Congress), Ohio",56413,200,100
111,House,5001100US3908,"Congressional District 8 (111th Congress), Ohio",58546,200,100
111,House,5001100US3909,"Congressional District 9 (111th Congress), Ohio",52735,100,100
111,House,5001100US3910,"Congressional District 10 (111th Congress), Ohio",58050,100,100
111,House,5001100US3911,"Congressional District 11 (111th Congress), Ohio",42241,100,100
111,House,5001100US3912,"Congressional District 12 (111th Congress), Ohio",70072,200,100
111,House,5001100US3913,"Congressional District 13 (111th Congress), Ohio",60366,100,100
111,House,5001100US3914,"Congressional District 14 (111th Congress), Ohio",67729,200,100
111,House,5001100US3915,"Congressional District 15 (111th Congress), Ohio",63349,100,100
111,House,5001100US3916,"Congressional District 16 (111th Congress), Ohio",56880,100,100
111,House,5001100US3917,"Congressional District 17 (111th Congress), Ohio",50903,100,100
111,House,5001100US3918,"Congressional District 18 (111th Congress), Ohio",47296,100,100
111,House,5001100US4001,"Congressional District 1 (111th Congress), Oklahoma",56689,200,100
111,House,5001100US4002,"Congressional District 2 (111th Congress), Oklahoma",44941,100,100
111,House,5001100US4003,"Congressional District 3 (111th Congress), Oklahoma",52007,200,100
111,House,5001100US4004,"Congressional District 4 (111th Congress), Oklahoma",55842,200,100
111,House,5001100US4005,"Congressional District 5 (111th Congress), Oklahoma",51115,200,100
111,House,5001100US4101,"Congressional District 1 (111th Congress), Oregon",68287,100,100
111,House,5001100US4102,"Congressional District 2 (111th Congress), Oregon",50350,200,100
111,House,5001100US4103,"Congressional District 3 (111th Congress), Oregon",57415,100,100
111,House,5001100US4104,"Congressional District 4 (111th Congress), Oregon",50465,100,100
111,House,5001100US4105,"Congressional District 5 (111th Congress), Oregon",58151,100,100
111,House,5001100US4201,"Congressional District 1 (111th Congress), Pennsylvania",35717,100,100
111,House,5001100US4202,"Congressional District 2 (111th Congress), Pennsylvania",48977,100,100
111,House,5001100US4203,"Congressional District 3 (111th Congress), Pennsylvania",54696,100,100
111,House,5001100US4204,"Congressional District 4 (111th Congress), Pennsylvania",70322,100,100
111,House,5001100US4205,"Congressional District 5 (111th Congress), Pennsylvania",50650,200,100
111,House,5001100US4206,"Congressional District 6 (111th Congress), Pennsylvania",86525,200,100
111,House,5001100US4207,"Congressional District 7 (111th Congress), Pennsylvania",85805,100,100
111,House,5001100US4208,"Congressional District 8 (111th Congress), Pennsylvania",84526,100,100
111,House,5001100US4209,"Congressional District 9 (111th Congress), Pennsylvania",54236,200,100
111,House,5001100US4210,"Congressional District 10 (111th Congress), Pennsylvania",54574,100,100
111,House,5001100US4211,"Congressional District 11 (111th Congress), Pennsylvania",55512,100,100
111,House,5001100US4212,"Congressional District 12 (111th Congress), Pennsylvania",49974,100,100
111,House,5001100US4213,"Congressional District 13 (111th Congress), Pennsylvania",73900,100,100
111,House,5001100US4214,"Congressional District 14 (111th Congress), Pennsylvania",50263,100,100
111,House,5001100US4215,"Congressional District 15 (111th Congress), Pennsylvania",67136,200,100
111,House,5001100US4216,"Congressional District 16 (111th Congress), Pennsylvania",63502,200,100
111,House,5001100US4217,"Congressional District 17 (111th Congress), Pennsylvania",60286,100,100
111,House,5001100US4218,"Congressional District 18 (111th Congress), Pennsylvania",70857,200,100
111,House,5001100US4219,"Congressional District 19 (111th Congress), Pennsylvania",68166,200,100
111,House,5001100US4401,"Congressional District 1 (111th Congress), Rhode Island",67037,100,100
111,House,5001100US4402,"Congressional District 2 (111th Congress), Rhode Island",68732,100,100
111,House,5001100US4501,"Congressional District 1 (111th Congress), South Carolina",55847,200,100
111,House,5001100US4502,"Congressional District 2 (111th Congress), South Carolina",61309,200,100
111,House,5001100US4503,"Congressional District 3 (111th Congress), South Carolina",50015,200,100
111,House,5001100US4504,"Congressional District 4 (111th Congress), South Carolina",55230,200,100
111,House,5001100US4505,"Congressional District 5 (111th Congress), South Carolina",47859,100,100
111,House,5001100US4506,"Congressional District 6 (111th Congress), South Carolina",38459,100,100
111,House,5001100US4600,"Congressional District (at Large) (111th Congress), South Dakota",59987,100,100
111,House,5001100US4701,"Congressional District 1 (111th Congress), Tennessee",44686,200,100
111,House,5001100US4702,"Congressional District 2 (111th Congress), Tennessee",55405,200,100
111,House,5001100US4703,"Congressional District 3 (111th Congress), Tennessee",50662,200,100
